"title","lat","lng","www","conduse"
"Biblioteca Maldotti di Guastalla","44,92152153167330","10,65249141937860","http://www.bibliotecamaldotti.it/","http://dati.emilia-romagna.it/id/ibc/condition/035024-002"
"Comune di Tredozio","44,07941870153470","11,74369227265210","http://www.comune.tredozio.fc.it","http://dati.emilia-romagna.it/id/ibc/condition/040049-001"
"Sodalizio culturale petroniano La Famèja Bulgnèisa","44,49181337466520","11,33859556257190","http://www.lafamigliabolognese.it/","http://dati.emilia-romagna.it/id/ibc/condition/037006-019"
"Provincia di Cristo Re dei frati minori dell'Emilia Romagna","44,48644844831010","11,35939003321400","http://www.fratiminorier.it","http://dati.emilia-romagna.it/id/ibc/condition/037006-022"
"Comune di Fontanelice","44,22517041361050","11,53169995745720","http://www.comune.fontanelice.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037026-001"
"Comune di Colorno","44,92928914613140","10,37535039271060","http://www.comune.colorno.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034010-001"
"Comune di Castell'Arquato","44,85110794549350","9,86698075714009","http://www.comune.castellarquato.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033012-001"
"Comune di Monteveglio","44,47030725267510","11,10021347543750","http://www.comune.monteveglio.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037043-001"
"Comune di Toano","44,37615155205760","10,55780776373740","http://www.comune.toano.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035041-001"
"Comune di Bagnara di Romagna","44,38921386084900","11,82593401346570","http://www.comune.bagnaradiromagna.ra.it","http://dati.emilia-romagna.it/id/ibc/condition/039003-001"
"Comune di Saludecio","43,87270378995350","12,66872328041680","http://www.comunesaludecio.it/","http://dati.emilia-romagna.it/id/ibc/condition/099015-001"
"Club Alpino Italiano - Sezione di Parma","44,80726604668910","10,30962283568780","http://www.caiparma.it","http://dati.emilia-romagna.it/id/ibc/condition/034027-004"
"Comune di Dozza","44,35935647644380","11,62871946564380","http://www.comune.dozza.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037025-001"
"Comune di Neviano degli Arduini","44,58363365935900","10,31757405142330","http://www.comune.neviano-degli-arduini.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034024-001"
"Comune di Zocca","44,34629641408250","10,99352794518960","http://www.comune.zocca.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036047-001"
"Comune di Talamello","43,90505","12,28593","http://www.comune.talamello.rn.it","http://dati.emilia-romagna.it/id/ibc/condition/099027-001"
"Comune di Bentivoglio","44,63519091054660","11,41787880074380","http://www.comune.bentivoglio.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037005-001"
"Istituto Alcide Cervi","44,79062771361770","10,49689756457940","http://www.fratellicervi.it","http://dati.emilia-romagna.it/id/ibc/condition/035022-002"
"Comune di Gazzola","44,96093026455360","9,54895859199940","http://www.comune.gazzola.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033022-001"
"Comune di Fiumalbo","44,17973372265560","10,64749571255390","http://www.comune.fiumalbo.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036014-001"
"Comune di Molinella","44,62041151460560","11,67044774714200","http://www.comune.molinella.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037039-001"
"Istituzione dei servizi culturali Paolo Borsellino del Comune di Crevalcore","44,71518335209570","11,15047582132360","http://www.comune.crevalcore.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037024-001"
"Comune di Savigno","44,38946880218310","11,07378348247030","http://www.comunedisavigno.it","http://dati.emilia-romagna.it/id/ibc/condition/037058-001"
"Comune di Scandiano","44,59926937884660","10,68810465241470","http://www.comune.scandiano.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035040-001"
"Comune di Varano de' Melegari","44,68709317643890","10,01427244684330","http://www.comune.varano-demelegari.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034045-001"
"Comune di Brisighella","44,22377794336680","11,77215491267680","http://www.comune.brisighella.ra.it","http://dati.emilia-romagna.it/id/ibc/condition/039004-001"
"Comune di Bedonia","44,50350899113510","9,63135534913061","http://www.comune.bedonia.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034003-001"
"Comune di Baricella","44,64711020380170","11,53454368976410","http://www.comune.baricella.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037003-001"
"Comune di Cattolica","43,96375804020560","12,74464255055720","http://www.cattolica.net","http://dati.emilia-romagna.it/id/ibc/condition/099002-001"
"Comune di Forlì","44,23157500821640","12,01900531357270","http://www.comune.forli.fc.it","http://dati.emilia-romagna.it/id/ibc/condition/040012-001"
"Comune di Sant'Agostino","44,79149397627150","11,38635096714410","http://www.comune.santagostino.fe.it","http://dati.emilia-romagna.it/id/ibc/condition/038021-001"
"Comune di Rio Saliceto","44,80930380510390","10,80322339892440","http://www.comune.riosaliceto.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035034-001"
"Comune di Pianello Val Tidone","44,94898459806510","9,40577793725802","http://www.comunepianellovaltidone.it","http://dati.emilia-romagna.it/id/ibc/condition/033033-001"
"Provincia di Piacenza","45,05257040132670","9,69036994091436","http://www.provincia.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033032-001"
"Comune di Rolo","44,88716989054050","10,85631240951670","http://www.comune.rolo.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035035-001"
"Comune di Casola Valsenio","44,22346580249660","11,62310942517170","http://www.comune.casolavalsenio.ra.it","http://dati.emilia-romagna.it/id/ibc/condition/039005-001"
"Comune di Felino","44,69534844888810","10,24155035680860","http://www.comune.felino.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034013-001"
"Archivio storico comunale di Bologna","44,50164149332900","11,36148962265770","http://informa.comune.bologna.it/storiaamministrativa/","http://dati.emilia-romagna.it/id/ibc/condition/037006-002"
"Archivio storico comunale di Bologna","44,50164149332900","11,36148962265770","http://www.comune.bologna.it/iperbole/asc","http://dati.emilia-romagna.it/id/ibc/condition/037006-002"
"Azienda di Servizi alla Persona Patronato pei figli del popolo e Fondazione San Paolo e San Geminiano di Modena","44,64723663569850","10,93076604357530",,"http://dati.emilia-romagna.it/id/ibc/condition/036023-010"
"Polo archivistico del Comune di Reggio Emilia","44,71546208582560","10,63135279518910","http://www.istoreco.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035033-003"
"Polo archivistico del Comune di Reggio Emilia","44,71546208582560","10,63135279518910","http://archivi.comune.re.it/","http://dati.emilia-romagna.it/id/ibc/condition/035033-003"
"Comune di Corniglio","44,47577","10,088817","http://www.comune.corniglio.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034012-001"
"Biblioteca comunale Natale Cionini di Sassuolo","44,54018527540610","10,78671279681320","http://www.bibliomo.it/SebinaOpac/.do","http://dati.emilia-romagna.it/id/ibc/condition/036040-001"
"Fondazione San Filippo Neri di Modena","44,65105710079900","10,92896336520500","http://www.fondazionesanfilipponeri.it","http://dati.emilia-romagna.it/id/ibc/condition/036023-004"
"Comune di Montecchio Emilia","44,70012704103840","10,44650515305730","http://www.comune.montecchio.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035027-001"
"Comune di Collagna","44,34660971805730","10,27274091126030","http://www.unionecomuni.re.it/collagna/","http://dati.emilia-romagna.it/id/ibc/condition/035019-001"
"Comune di Castelnuovo Rangone","44,54888798170640","10,93977895100520","http://www.comune.castelnuovo-rangone.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036007-001"
"Comune di Poviglio","44,84083986594050","10,54154702656360","http://www.comune.poviglio.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035029-001"
"Confederazione italiana sindacati lavoratori - Unione sindacale territoriale di Bologna","44,50348508509130","11,33978615669770","http://www.cislbologna.it/","http://dati.emilia-romagna.it/id/ibc/condition/037006-024"
"Biblioteca comunale Francesco Leopoldo Bertoldi di Argenta","44,61808429538860","11,83730291799930","http://www.portaleargenta.it","http://dati.emilia-romagna.it/id/ibc/condition/038001-001"
"Biblioteca comunale Francesco Leopoldo Bertoldi di Argenta","44,61808429538860","11,83730291799930","http://www.comune.argenta.fe.it","http://dati.emilia-romagna.it/id/ibc/condition/038001-001"
"Comune di San Giorgio Piacentino","44,95408898976750","9,73768653744992","http://www.comune.sangiorgiopiacentino.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033040-001"
"Comune di Massa Lombarda","44,44649547375280","11,82818128378640","http://www.comune.massalombarda.ra.it/GUIDA-AI-SERVIZI/Cultura-e-Tempo-Libero/Archivio-Storico","http://dati.emilia-romagna.it/id/ibc/condition/039013-001"
"Comune di Mondaino","43,85577667337930","12,67170210019910","http://www.mondaino.com","http://dati.emilia-romagna.it/id/ibc/condition/099006-001"
"Archivio storico provinciale di Bologna","44,49221407603370","11,33148961002750","http://www.provincia.bologna.it/archiviostorico","http://dati.emilia-romagna.it/id/ibc/condition/037006-001"
"Comune di Bore","44,71848535133880","9,79275576092735","http://www.comune.bore.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034005-001"
"Comune di Ziano Piacentino","45,00286414773330","9,40271061788317","http://www.comune.ziano.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033048-001"
"Comune di Castelvetro Piacentino","45,0955694","9,98875769","http://www.comune.castelvetro.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033014-001"
"Comune di Pianoro","44,38514745190800","11,34325314220690","http://www.comune.pianoro.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037047-001"
"Comune di Fornovo di Taro","44,68956105987700","10,09903012847480","http://www.comune.fornovo-di-taro.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034017-001"
"Comune di Mirabello","44,82541362165620","11,46029119825570","http://www.comune.mirabello.fe.it","http://dati.emilia-romagna.it/id/ibc/condition/038016-001"
"Comune di Solignano","44,6153923","9,979096","http://www.comune.solignano.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034035-001"
"Comune di San Secondo Parmense","44,92016138370070","10,22734130627910","http://www.comune.san-secondo-parmense.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034033-001"
